id,title,category,amount,date,isEssential,note
1189,Zomato Weekend Dinner,Food,1473.39,2025-10-14,false,Family gourmet pizza and pasta treat (Recorded on 2025-10-14)
1190,Expressway FASTag Toll,Transport,573.68,2025-10-14,true,State expressway toll automated electronic debit (Recorded on 2025-10-14)
1191,Kindle Technical E-Books,Learn,833.69,2025-10-15,true,Software engineering architecture & financial books (Recorded on 2025-10-15)
1192,Expressway FASTag Toll,Transport,268.41,2025-10-15,true,State expressway toll automated electronic debit (Recorded on 2025-10-15)
1193,IRCTC Executive Train Ticket,Transport,1238.04,2025-10-15,true,Intercity executive AC chair car reservation (Recorded on 2025-10-15)
1194,iCloud / Google Cloud Storage,Bills,650.00,2025-10-16,true,2TB unified encrypted cloud backup subscription (Recorded on 2025-10-16)
1195,PlayStation Store RPG Purchase,Fun,4405.87,2025-10-16,false,Digital deluxe collector edition open world game (Recorded on 2025-10-16)
1196,Airtel 5G Fiber Broadband,Bills,1018.70,2025-10-16,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2025-10-16)
1197,Board Game Pub & Cafe,Fun,1723.09,2025-10-17,false,Strategy game night craft beers and nacho platters (Recorded on 2025-10-17)
1198,Dental Scaling & Oral Checkup,Health,1203.56,2025-10-17,true,Bi-annual preventive dental cleaning and exam (Recorded on 2025-10-17)
1199,Metro Smart Card Recharge,Transport,917.62,2025-10-17,true,Monthly unlimited metro transit card recharge (Recorded on 2025-10-17)
1200,Deep Home Sanitization Service,Other,4398.89,2025-10-17,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-10-17)
1201,Metro Smart Card Recharge,Transport,952.39,2025-10-17,true,Monthly unlimited metro transit card recharge (Recorded on 2025-10-17)
1202,Express International Courier,Other,574.51,2025-10-18,true,Expedited legal document international courier parcel (Recorded on 2025-10-18)
1203,Whole Foods Grocery,Food,3883.49,2025-10-18,true,Weekly fresh vegetables; organic fruits and dairy (Recorded on 2025-10-18)
1204,Zomato Weekend Dinner,Food,1376.34,2025-10-18,false,Family gourmet pizza and pasta treat (Recorded on 2025-10-18)
1205,Kindle Technical E-Books,Learn,521.25,2025-10-19,true,Software engineering architecture & financial books (Recorded on 2025-10-19)
1206,Swiggy Lunch Box,Food,405.60,2025-10-19,false,Office lunch meal with drink (Recorded on 2025-10-19)
1207,IKEA Modular Desk Organizers,Shopping,3644.52,2025-10-19,false,Desk cable management units; drawer trays & LED (Recorded on 2025-10-19)
1208,Friend Wedding / Birthday Gift,Other,3841.55,2025-10-19,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-10-19)
1209,Cult.fit Fitness Gym Pass,Health,5414.35,2025-10-20,true,Quarterly fitness center gym and yoga pass (Recorded on 2025-10-20)
1210,Language Mastery Application,Learn,2961.31,2025-10-20,false,Annual conversational language learning subscription (Recorded on 2025-10-20)
1211,Language Mastery Application,Learn,2798.90,2025-10-21,false,Annual conversational language learning subscription (Recorded on 2025-10-21)
1212,Amazon Tech Essentials,Shopping,1203.91,2025-10-21,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2025-10-21)
1213,Starbucks Latte & Croissant,Food,401.86,2025-10-21,false,Meeting client over coffee & cookies (Recorded on 2025-10-21)
1214,Friend Wedding / Birthday Gift,Other,5891.97,2025-10-21,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-10-21)
1215,Coursera AI Specialization,Learn,4610.36,2025-10-22,true,Machine learning and deep neural networks lab (Recorded on 2025-10-22)
1216,Nike Marathon Running Shoes,Shopping,12362.18,2025-10-22,false,Long distance training air zoom cushion sneakers (Recorded on 2025-10-22)
1217,Automobile Ceramic Detailing,Transport,2213.58,2025-10-22,false,Full interior vacuum; engine degrease and wash (Recorded on 2025-10-22)
1218,LPG Cooking Gas Cylinder Refill,Bills,881.42,2025-10-23,true,Indane domestic LPG home delivery (Recorded on 2025-10-23)
1219,Board Game Pub & Cafe,Fun,1654.12,2025-10-23,false,Strategy game night craft beers and nacho platters (Recorded on 2025-10-23)
1220,Automobile Ceramic Detailing,Transport,2721.94,2025-10-24,false,Full interior vacuum; engine degrease and wash (Recorded on 2025-10-24)
1221,Go-Karting Speedway Grand Prix,Fun,2191.50,2025-10-24,false,Weekend competitive racing sessions with group (Recorded on 2025-10-24)
1222,Udemy Masterclass Bootcamp,Learn,1370.23,2025-10-24,true,Full-stack distributed cloud architecture video course (Recorded on 2025-10-24)
1223,Swiggy Lunch Box,Food,343.02,2025-10-24,false,Office lunch meal with drink (Recorded on 2025-10-24)
1224,Uniqlo Airism Essentials,Shopping,3152.34,2025-10-24,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-10-24)
1225,Deep Home Sanitization Service,Other,2649.73,2025-10-24,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-10-24)
1226,Dental Scaling & Oral Checkup,Health,1630.16,2025-10-25,true,Bi-annual preventive dental cleaning and exam (Recorded on 2025-10-25)
1227,Electricity Power Utility,Bills,3123.56,2025-10-25,true,Monthly household air conditioning electricity bill (Recorded on 2025-10-25)
1228,Language Mastery Application,Learn,2816.10,2025-10-25,false,Annual conversational language learning subscription (Recorded on 2025-10-25)
1229,IRCTC Executive Train Ticket,Transport,1594.07,2025-10-25,true,Intercity executive AC chair car reservation (Recorded on 2025-10-25)
1230,Dry Cleaning & Garment Care,Other,1627.91,2025-10-25,true,Winter wool coats; formal suits and blazers clean (Recorded on 2025-10-25)
1231,Apollo Pharmacy Prescription,Health,1773.91,2025-10-26,true,Prescription medication; vitamin D3 & omega-3 (Recorded on 2025-10-26)
1232,Whole Foods Grocery,Food,2531.35,2025-10-26,true,Weekly fresh vegetables; organic fruits and dairy (Recorded on 2025-10-26)
1233,Chai & Samosa Corner,Food,100.40,2025-10-26,true,Evening masala tea with team members (Recorded on 2025-10-26)
1234,Expressway FASTag Toll,Transport,734.07,2025-10-26,true,State expressway toll automated electronic debit (Recorded on 2025-10-26)
1235,Board Game Pub & Cafe,Fun,1422.20,2025-10-26,false,Strategy game night craft beers and nacho platters (Recorded on 2025-10-26)
1236,Apollo Pharmacy Prescription,Health,1552.39,2025-10-27,true,Prescription medication; vitamin D3 & omega-3 (Recorded on 2025-10-27)
1237,Express International Courier,Other,826.13,2025-10-27,true,Expedited legal document international courier parcel (Recorded on 2025-10-27)
1238,Express International Courier,Other,958.53,2025-10-27,true,Expedited legal document international courier parcel (Recorded on 2025-10-27)
1239,Metro Smart Card Recharge,Transport,879.66,2025-10-27,true,Monthly unlimited metro transit card recharge (Recorded on 2025-10-27)
1240,Local Fruit Stall,Food,342.06,2025-10-28,true,Fresh seasonal Alphonso mangoes and apples (Recorded on 2025-10-28)
1241,Society Apartment Maintenance,Bills,4400.57,2025-10-28,true,Monthly housing security; backup generator & lift fee (Recorded on 2025-10-28)
1242,Uber Premier Commute,Transport,1302.03,2025-10-28,false,Airport ride terminal 2 business flight (Recorded on 2025-10-28)
1243,Neighborhood Hardware Store,Shopping,959.33,2025-10-29,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2025-10-29)
1244,Kindle Technical E-Books,Learn,640.72,2025-10-29,true,Software engineering architecture & financial books (Recorded on 2025-10-29)
1245,Netflix 4K UltraHD Subscription,Fun,649.00,2025-10-29,false,Monthly family tier streaming account (Recorded on 2025-10-29)
1246,Automobile Ceramic Detailing,Transport,1695.86,2025-10-29,false,Full interior vacuum; engine degrease and wash (Recorded on 2025-10-29)
1247,Board Game Pub & Cafe,Fun,1038.62,2025-10-29,false,Strategy game night craft beers and nacho platters (Recorded on 2025-10-29)
1248,Bakery Artisanal Bread & Pastry,Food,219.43,2025-10-30,true,Morning bakery supplies and sourdough loaf (Recorded on 2025-10-30)
1249,Charity Foundation Contribution,Other,3633.83,2025-10-30,false,Monthly child education and midday meal sponsorship (Recorded on 2025-10-30)
1250,Nike Marathon Running Shoes,Shopping,5033.70,2025-10-30,false,Long distance training air zoom cushion sneakers (Recorded on 2025-10-30)
1251,Chai & Samosa Corner,Food,142.88,2025-10-30,true,Evening masala tea with team members (Recorded on 2025-10-30)
1252,Friend Wedding / Birthday Gift,Other,6405.41,2025-10-30,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-10-30)
1253,Apple Store MagSafe Battery,Shopping,10530.49,2025-10-31,false,Official magnetic fast wireless battery pack (Recorded on 2025-10-31)
1254,Automobile Ceramic Detailing,Transport,2712.30,2025-10-31,false,Full interior vacuum; engine degrease and wash (Recorded on 2025-10-31)
1255,Physiotherapy Posture Rehab,Health,1416.97,2025-10-31,true,Spine and cervical posture rehab therapy session (Recorded on 2025-10-31)
1256,PlayStation Store RPG Purchase,Fun,3794.74,2025-11-01,false,Digital deluxe collector edition open world game (Recorded on 2025-11-01)
1257,Cult.fit Fitness Gym Pass,Health,6764.23,2025-11-01,true,Quarterly fitness center gym and yoga pass (Recorded on 2025-11-01)
1258,Zara Linen Summer Collection,Shopping,3817.16,2025-11-01,false,Breathable cotton casual button-up shirts (Recorded on 2025-11-01)
1259,iCloud / Google Cloud Storage,Bills,650.00,2025-11-01,true,2TB unified encrypted cloud backup subscription (Recorded on 2025-11-01)
1260,Optometry Eye Checkup & Frames,Health,5420.96,2025-11-01,true,Blue-light blocking high-index prescription lenses (Recorded on 2025-11-01)
1261,Netflix 4K UltraHD Subscription,Fun,649.00,2025-11-02,false,Monthly family tier streaming account (Recorded on 2025-11-02)
1262,Concert Live Music Festival,Fun,7071.92,2025-11-02,false,Weekend rock concert arena general admission pass (Recorded on 2025-11-02)
1263,Optometry Eye Checkup & Frames,Health,2943.95,2025-11-02,true,Blue-light blocking high-index prescription lenses (Recorded on 2025-11-02)
1264,Uniqlo Airism Essentials,Shopping,2447.73,2025-11-02,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-11-02)
1265,Optometry Eye Checkup & Frames,Health,2873.16,2025-11-02,true,Blue-light blocking high-index prescription lenses (Recorded on 2025-11-02)
1266,Physiotherapy Posture Rehab,Health,1136.26,2025-11-02,true,Spine and cervical posture rehab therapy session (Recorded on 2025-11-02)
1267,Tech Conference Full Pass,Learn,5929.64,2025-11-03,true,Annual developer engineering summit registration (Recorded on 2025-11-03)
1268,Kindle Technical E-Books,Learn,842.05,2025-11-03,true,Software engineering architecture & financial books (Recorded on 2025-11-03)
1269,Blinkit Quick Delivery,Food,160.69,2025-11-03,false,Midnight craving snacks; chocolate and ice cream (Recorded on 2025-11-03)
1270,Supermarket Staples,Food,3567.91,2025-11-03,true,Monthly pulses; basmati grains; spices and olive oil (Recorded on 2025-11-03)
1271,IKEA Modular Desk Organizers,Shopping,5600.03,2025-11-03,false,Desk cable management units; drawer trays & LED (Recorded on 2025-11-03)
1272,Neighborhood Hardware Store,Shopping,402.73,2025-11-03,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2025-11-03)
1273,Spotify Premium Family Plan,Fun,1799.00,2025-11-04,false,Annual ad-free multi-user music streaming (Recorded on 2025-11-04)
1274,Local Fruit Stall,Food,525.61,2025-11-04,true,Fresh seasonal Alphonso mangoes and apples (Recorded on 2025-11-04)
1275,Auto Rickshaw Meter Fare,Transport,149.09,2025-11-04,true,Local city transit to metro station (Recorded on 2025-11-04)
1276,Udemy Masterclass Bootcamp,Learn,1107.74,2025-11-04,true,Full-stack distributed cloud architecture video course (Recorded on 2025-11-04)
1277,Blinkit Quick Delivery,Food,228.52,2025-11-05,false,Midnight craving snacks; chocolate and ice cream (Recorded on 2025-11-05)
1278,Physiotherapy Posture Rehab,Health,837.66,2025-11-05,true,Spine and cervical posture rehab therapy session (Recorded on 2025-11-05)
1279,Airtel 5G Fiber Broadband,Bills,1309.28,2025-11-05,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2025-11-05)
1280,Deep Home Sanitization Service,Other,4322.97,2025-11-05,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-11-05)
1281,Spotify Premium Family Plan,Fun,1799.00,2025-11-06,false,Annual ad-free multi-user music streaming (Recorded on 2025-11-06)
1282,PlayStation Store RPG Purchase,Fun,3896.63,2025-11-06,false,Digital deluxe collector edition open world game (Recorded on 2025-11-06)
1283,Shell Petrol Station Fuel,Transport,4713.69,2025-11-06,true,Full tank unleaded petrol for vehicle (Recorded on 2025-11-06)
1284,Automobile Ceramic Detailing,Transport,1293.46,2025-11-06,false,Full interior vacuum; engine degrease and wash (Recorded on 2025-11-06)
1285,Airtel 5G Fiber Broadband,Bills,1079.46,2025-11-07,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2025-11-07)
1286,Electricity Power Utility,Bills,2523.91,2025-11-07,true,Monthly household air conditioning electricity bill (Recorded on 2025-11-07)
1287,Amazon Tech Essentials,Shopping,1252.67,2025-11-07,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2025-11-07)
1288,Physiotherapy Posture Rehab,Health,835.60,2025-11-07,true,Spine and cervical posture rehab therapy session (Recorded on 2025-11-07)
1289,Municipal Water Authority,Bills,744.95,2025-11-08,true,Quarterly residential piped water supply charges (Recorded on 2025-11-08)
1290,Apollo Pharmacy Prescription,Health,1508.44,2025-11-08,true,Prescription medication; vitamin D3 & omega-3 (Recorded on 2025-11-08)
1291,Physiotherapy Posture Rehab,Health,953.97,2025-11-08,true,Spine and cervical posture rehab therapy session (Recorded on 2025-11-08)
1292,Uniqlo Airism Essentials,Shopping,1356.81,2025-11-08,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-11-08)
1293,Nike Marathon Running Shoes,Shopping,9343.64,2025-11-08,false,Long distance training air zoom cushion sneakers (Recorded on 2025-11-08)
1294,Kindle Technical E-Books,Learn,712.05,2025-11-08,true,Software engineering architecture & financial books (Recorded on 2025-11-08)
1295,Cult.fit Fitness Gym Pass,Health,6303.99,2025-11-09,true,Quarterly fitness center gym and yoga pass (Recorded on 2025-11-09)
1296,Spotify Premium Family Plan,Fun,1799.00,2025-11-09,false,Annual ad-free multi-user music streaming (Recorded on 2025-11-09)
1297,Friend Wedding / Birthday Gift,Other,6618.44,2025-11-09,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-11-09)
1298,City Mall Parking Fee,Transport,189.13,2025-11-10,false,Multi-level basement underground parking validation (Recorded on 2025-11-10)
1299,PVR IMAX 3D Recliner Tickets,Fun,1755.57,2025-11-10,false,Sci-fi movie premiere with large cheese popcorn (Recorded on 2025-11-10)
1300,Kindle Technical E-Books,Learn,739.41,2025-11-11,true,Software engineering architecture & financial books (Recorded on 2025-11-11)
1301,Electricity Power Utility,Bills,4498.54,2025-11-11,true,Monthly household air conditioning electricity bill (Recorded on 2025-11-11)
1302,Physiotherapy Posture Rehab,Health,1361.97,2025-11-11,true,Spine and cervical posture rehab therapy session (Recorded on 2025-11-11)
1303,Charity Foundation Contribution,Other,1175.41,2025-11-11,false,Monthly child education and midday meal sponsorship (Recorded on 2025-11-11)
1304,Physiotherapy Posture Rehab,Health,857.64,2025-11-12,true,Spine and cervical posture rehab therapy session (Recorded on 2025-11-12)
1305,Shell Petrol Station Fuel,Transport,4734.75,2025-11-12,true,Full tank unleaded petrol for vehicle (Recorded on 2025-11-12)
1306,Whole Foods Grocery,Food,1895.58,2025-11-12,true,Weekly fresh vegetables; organic fruits and dairy (Recorded on 2025-11-12)
1307,Kindle Technical E-Books,Learn,604.18,2025-11-13,true,Software engineering architecture & financial books (Recorded on 2025-11-13)
1308,Kindle Technical E-Books,Learn,1010.17,2025-11-13,true,Software engineering architecture & financial books (Recorded on 2025-11-13)
1309,Amazon Tech Essentials,Shopping,1955.68,2025-11-13,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2025-11-13)
1310,Whole Foods Grocery,Food,1441.72,2025-11-14,true,Weekly fresh vegetables; organic fruits and dairy (Recorded on 2025-11-14)
1311,Neighborhood Hardware Store,Shopping,564.12,2025-11-14,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2025-11-14)
1312,Auto Rickshaw Meter Fare,Transport,169.32,2025-11-14,true,Local city transit to metro station (Recorded on 2025-11-14)
1313,Language Mastery Application,Learn,2450.13,2025-11-14,false,Annual conversational language learning subscription (Recorded on 2025-11-14)
1314,Coursera AI Specialization,Learn,4015.89,2025-11-15,true,Machine learning and deep neural networks lab (Recorded on 2025-11-15)
1315,Uber Premier Commute,Transport,1059.35,2025-11-15,false,Airport ride terminal 2 business flight (Recorded on 2025-11-15)
1316,Uber Premier Commute,Transport,1115.84,2025-11-15,false,Airport ride terminal 2 business flight (Recorded on 2025-11-15)
1317,City Mall Parking Fee,Transport,285.61,2025-11-15,false,Multi-level basement underground parking validation (Recorded on 2025-11-15)
1318,Expressway FASTag Toll,Transport,672.14,2025-11-15,true,State expressway toll automated electronic debit (Recorded on 2025-11-15)
1319,Expressway FASTag Toll,Transport,659.16,2025-11-16,true,State expressway toll automated electronic debit (Recorded on 2025-11-16)
1320,Charity Foundation Contribution,Other,2580.45,2025-11-16,false,Monthly child education and midday meal sponsorship (Recorded on 2025-11-16)
1321,Fine Dining Restaurant,Food,4016.10,2025-11-16,false,Special anniversary dinner buffet (Recorded on 2025-11-16)
1322,Netflix 4K UltraHD Subscription,Fun,649.00,2025-11-16,false,Monthly family tier streaming account (Recorded on 2025-11-16)
1323,LPG Cooking Gas Cylinder Refill,Bills,864.41,2025-11-17,true,Indane domestic LPG home delivery (Recorded on 2025-11-17)
1324,Apollo Pharmacy Prescription,Health,1197.26,2025-11-17,true,Prescription medication; vitamin D3 & omega-3 (Recorded on 2025-11-17)
1325,Amazon Tech Essentials,Shopping,995.12,2025-11-17,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2025-11-17)
1326,Tech Conference Full Pass,Learn,7237.63,2025-11-17,true,Annual developer engineering summit registration (Recorded on 2025-11-17)
1327,Expressway FASTag Toll,Transport,326.03,2025-11-17,true,State expressway toll automated electronic debit (Recorded on 2025-11-17)
1328,Go-Karting Speedway Grand Prix,Fun,3311.26,2025-11-18,false,Weekend competitive racing sessions with group (Recorded on 2025-11-18)
1329,Zara Linen Summer Collection,Shopping,2970.77,2025-11-18,false,Breathable cotton casual button-up shirts (Recorded on 2025-11-18)
1330,Airtel 5G Fiber Broadband,Bills,1056.31,2025-11-18,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2025-11-18)
1331,Chai & Samosa Corner,Food,90.74,2025-11-18,true,Evening masala tea with team members (Recorded on 2025-11-18)
1332,Expressway FASTag Toll,Transport,603.01,2025-11-19,true,State expressway toll automated electronic debit (Recorded on 2025-11-19)
1333,Electricity Power Utility,Bills,2071.22,2025-11-19,true,Monthly household air conditioning electricity bill (Recorded on 2025-11-19)
1334,Express International Courier,Other,653.57,2025-11-19,true,Expedited legal document international courier parcel (Recorded on 2025-11-19)
1335,PVR IMAX 3D Recliner Tickets,Fun,1199.19,2025-11-19,false,Sci-fi movie premiere with large cheese popcorn (Recorded on 2025-11-19)
1336,Auto Rickshaw Meter Fare,Transport,98.13,2025-11-19,true,Local city transit to metro station (Recorded on 2025-11-19)
1337,Express International Courier,Other,873.89,2025-11-19,true,Expedited legal document international courier parcel (Recorded on 2025-11-19)
1338,Uniqlo Airism Essentials,Shopping,2503.78,2025-11-20,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-11-20)
1339,Diagnostic Comprehensive Blood Panel,Health,2587.87,2025-11-20,true,Full body health checkup; liver and lipid profile (Recorded on 2025-11-20)
1340,Dental Scaling & Oral Checkup,Health,2221.36,2025-11-20,true,Bi-annual preventive dental cleaning and exam (Recorded on 2025-11-20)
1341,Coursera AI Specialization,Learn,4839.11,2025-11-20,true,Machine learning and deep neural networks lab (Recorded on 2025-11-20)
1342,Diagnostic Comprehensive Blood Panel,Health,3264.55,2025-11-21,true,Full body health checkup; liver and lipid profile (Recorded on 2025-11-21)
1343,Cult.fit Fitness Gym Pass,Health,6934.86,2025-11-21,true,Quarterly fitness center gym and yoga pass (Recorded on 2025-11-21)
1344,Shell Petrol Station Fuel,Transport,3984.77,2025-11-21,true,Full tank unleaded petrol for vehicle (Recorded on 2025-11-21)
1345,iCloud / Google Cloud Storage,Bills,650.00,2025-11-22,true,2TB unified encrypted cloud backup subscription (Recorded on 2025-11-22)
1346,Uniqlo Airism Essentials,Shopping,1651.79,2025-11-22,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-11-22)
1347,Uber Premier Commute,Transport,1257.11,2025-11-23,false,Airport ride terminal 2 business flight (Recorded on 2025-11-23)
1348,Bakery Artisanal Bread & Pastry,Food,365.25,2025-11-23,true,Morning bakery supplies and sourdough loaf (Recorded on 2025-11-23)
1349,PVR IMAX 3D Recliner Tickets,Fun,1572.23,2025-11-24,false,Sci-fi movie premiere with large cheese popcorn (Recorded on 2025-11-24)
1350,Deep Home Sanitization Service,Other,3231.64,2025-11-24,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-11-24)
1351,Spotify Premium Family Plan,Fun,1799.00,2025-11-24,false,Annual ad-free multi-user music streaming (Recorded on 2025-11-24)
1352,Airtel 5G Fiber Broadband,Bills,1231.35,2025-11-24,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2025-11-24)
1353,Automobile Ceramic Detailing,Transport,2036.89,2025-11-24,false,Full interior vacuum; engine degrease and wash (Recorded on 2025-11-24)
1354,Supermarket Staples,Food,5891.93,2025-11-24,true,Monthly pulses; basmati grains; spices and olive oil (Recorded on 2025-11-24)
1355,Neighborhood Hardware Store,Shopping,787.02,2025-11-25,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2025-11-25)
1356,Deep Home Sanitization Service,Other,2858.29,2025-11-25,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-11-25)
1357,Apple Store MagSafe Battery,Shopping,10364.01,2025-11-25,false,Official magnetic fast wireless battery pack (Recorded on 2025-11-25)
1358,Apollo Pharmacy Prescription,Health,745.41,2025-11-25,true,Prescription medication; vitamin D3 & omega-3 (Recorded on 2025-11-25)
1359,Deep Home Sanitization Service,Other,2625.72,2025-11-25,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-11-25)
1360,Dental Scaling & Oral Checkup,Health,1255.65,2025-11-25,true,Bi-annual preventive dental cleaning and exam (Recorded on 2025-11-25)
1361,Diagnostic Comprehensive Blood Panel,Health,3280.25,2025-11-26,true,Full body health checkup; liver and lipid profile (Recorded on 2025-11-26)
1362,Dry Cleaning & Garment Care,Other,647.89,2025-11-26,true,Winter wool coats; formal suits and blazers clean (Recorded on 2025-11-26)
1363,Apollo Pharmacy Prescription,Health,1400.04,2025-11-26,true,Prescription medication; vitamin D3 & omega-3 (Recorded on 2025-11-26)
1364,iCloud / Google Cloud Storage,Bills,650.00,2025-11-27,true,2TB unified encrypted cloud backup subscription (Recorded on 2025-11-27)
1365,Society Apartment Maintenance,Bills,4452.01,2025-11-27,true,Monthly housing security; backup generator & lift fee (Recorded on 2025-11-27)
1366,Nike Marathon Running Shoes,Shopping,10228.40,2025-11-27,false,Long distance training air zoom cushion sneakers (Recorded on 2025-11-27)
1367,Physiotherapy Posture Rehab,Health,1257.34,2025-11-27,true,Spine and cervical posture rehab therapy session (Recorded on 2025-11-27)
1368,Expressway FASTag Toll,Transport,425.80,2025-11-27,true,State expressway toll automated electronic debit (Recorded on 2025-11-27)
1369,Concert Live Music Festival,Fun,5529.21,2025-11-27,false,Weekend rock concert arena general admission pass (Recorded on 2025-11-27)
1370,Charity Foundation Contribution,Other,4548.69,2025-11-28,false,Monthly child education and midday meal sponsorship (Recorded on 2025-11-28)
1371,Chai & Samosa Corner,Food,137.02,2025-11-28,true,Evening masala tea with team members (Recorded on 2025-11-28)
1372,Deep Home Sanitization Service,Other,2959.98,2025-11-28,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-11-28)
1373,Airtel 5G Fiber Broadband,Bills,1074.12,2025-11-28,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2025-11-28)
1374,Physiotherapy Posture Rehab,Health,1302.11,2025-11-29,true,Spine and cervical posture rehab therapy session (Recorded on 2025-11-29)
1375,Auto Rickshaw Meter Fare,Transport,109.75,2025-11-29,true,Local city transit to metro station (Recorded on 2025-11-29)
1376,Optometry Eye Checkup & Frames,Health,2864.69,2025-11-29,true,Blue-light blocking high-index prescription lenses (Recorded on 2025-11-29)
1377,Deep Home Sanitization Service,Other,3681.58,2025-11-30,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-11-30)
1378,Kindle Technical E-Books,Learn,632.75,2025-11-30,true,Software engineering architecture & financial books (Recorded on 2025-11-30)
1379,Uniqlo Airism Essentials,Shopping,2562.40,2025-11-30,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-11-30)
1380,Apple Store MagSafe Battery,Shopping,9925.29,2025-11-30,false,Official magnetic fast wireless battery pack (Recorded on 2025-11-30)
1381,Amazon Tech Essentials,Shopping,1281.75,2025-11-30,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2025-11-30)
1382,Tech Conference Full Pass,Learn,9346.22,2025-12-01,true,Annual developer engineering summit registration (Recorded on 2025-12-01)
1383,Zomato Weekend Dinner,Food,2315.61,2025-12-01,false,Family gourmet pizza and pasta treat (Recorded on 2025-12-01)
1384,Go-Karting Speedway Grand Prix,Fun,2713.05,2025-12-01,false,Weekend competitive racing sessions with group (Recorded on 2025-12-01)
1385,Deep Home Sanitization Service,Other,2938.73,2025-12-02,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-12-02)
1386,Tech Conference Full Pass,Learn,5213.56,2025-12-02,true,Annual developer engineering summit registration (Recorded on 2025-12-02)
1387,Uniqlo Airism Essentials,Shopping,2717.19,2025-12-02,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-12-02)
1388,Airtel 5G Fiber Broadband,Bills,1361.09,2025-12-02,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2025-12-02)
1389,Diagnostic Comprehensive Blood Panel,Health,3572.03,2025-12-02,true,Full body health checkup; liver and lipid profile (Recorded on 2025-12-02)
1390,Go-Karting Speedway Grand Prix,Fun,2270.92,2025-12-03,false,Weekend competitive racing sessions with group (Recorded on 2025-12-03)
1391,Uber Premier Commute,Transport,642.23,2025-12-03,false,Airport ride terminal 2 business flight (Recorded on 2025-12-03)
1392,Udemy Masterclass Bootcamp,Learn,1183.41,2025-12-04,true,Full-stack distributed cloud architecture video course (Recorded on 2025-12-04)
1393,Nike Marathon Running Shoes,Shopping,12211.87,2025-12-04,false,Long distance training air zoom cushion sneakers (Recorded on 2025-12-04)
1394,Chai & Samosa Corner,Food,95.37,2025-12-04,true,Evening masala tea with team members (Recorded on 2025-12-04)
1395,Metro Smart Card Recharge,Transport,741.12,2025-12-04,true,Monthly unlimited metro transit card recharge (Recorded on 2025-12-04)
1396,Uniqlo Airism Essentials,Shopping,2440.36,2025-12-04,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-12-04)
1397,Blinkit Quick Delivery,Food,266.17,2025-12-04,false,Midnight craving snacks; chocolate and ice cream (Recorded on 2025-12-04)
1398,Chai & Samosa Corner,Food,87.19,2025-12-05,true,Evening masala tea with team members (Recorded on 2025-12-05)
1399,Charity Foundation Contribution,Other,2402.07,2025-12-05,false,Monthly child education and midday meal sponsorship (Recorded on 2025-12-05)
1400,Automobile Ceramic Detailing,Transport,1507.93,2025-12-05,false,Full interior vacuum; engine degrease and wash (Recorded on 2025-12-05)
1401,Deep Home Sanitization Service,Other,4320.17,2025-12-05,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-12-05)
1402,Society Apartment Maintenance,Bills,5216.56,2025-12-06,true,Monthly housing security; backup generator & lift fee (Recorded on 2025-12-06)
1403,Coursera AI Specialization,Learn,4188.02,2025-12-06,true,Machine learning and deep neural networks lab (Recorded on 2025-12-06)
